vnf-2
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.971285714286,0.825857142857,0.916857142857,0.903642857143,0.927142857143,0.811214285714
200,0.967857142857,0.860928571429,0.972428571429,0.968357142857,0.963428571429,0.953285714286
300,0.977642857143,0.838214285714,0.973571428571,0.972642857143,0.975285714286,0.930071428571
400,0.976642857143,0.869785714286,0.971428571429,0.978428571429,0.978214285714,0.957642857143
500,0.979,0.861,0.968928571429,0.975642857143,0.969071428571,0.944928571429
vnf-3
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.942928571429,0.791,0.900714285714,0.945214285714,0.952714285714,0.886285714286
200,0.942071428571,0.826285714286,0.935785714286,0.962428571429,0.954571428571,0.916071428571
300,0.933428571429,0.8225,0.957928571429,0.970285714286,0.950642857143,0.9155
400,0.938428571429,0.805928571429,0.947785714286,0.970285714286,0.950857142857,0.938714285714
500,0.949642857143,0.800071428571,0.950642857143,0.965857142857,0.943,0.940785714286
vnf-4
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.935928571429,0.792214285714,0.873714285714,0.919785714286,0.916214285714,0.851357142857
200,0.927,0.814714285714,0.923928571429,0.935714285714,0.9175,0.897142857143
300,0.928642857143,0.817642857143,0.903071428571,0.943928571429,0.898928571429,0.8955
400,0.9215,0.808071428571,0.912785714286,0.950785714286,0.917,0.924357142857
500,0.913785714286,0.803214285714,0.921142857143,0.940928571429,0.9025,0.926357142857
vnf-5
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.9235,0.764357142857,0.792357142857,0.884428571429,0.876357142857,0.872
200,0.923785714286,0.780571428571,0.839071428571,0.880785714286,0.901214285714,0.886857142857
300,0.916285714286,0.796142857143,0.817214285714,0.899642857143,0.897428571429,0.900714285714
400,0.907642857143,0.791142857143,0.827428571429,0.902571428571,0.887642857143,0.914642857143
500,0.923357142857,0.799214285714,0.843214285714,0.886928571429,0.902,0.917
