0.088, 0.10533333333333333, 0.19833333333333333, 0.2703333333333333, 0.091, 0.225
0.06428571428571428, 0.05142857142857143, 0.06285714285714286, 0.17333333333333334, 0.13, 0.15047619047619049
0.1417142857142857, 0.11733333333333333, 0.13714285714285715, 0.3036190476190476, 0.2102857142857143, 0.18857142857142858
0.12642857142857142, 0.132, 0.11871428571428572, 0.21257142857142858, 0.19757142857142856, 0.15857142857142856
0.09942857142857142, 0.088, 0.14457142857142857, 0.1702857142857143, 0.09657142857142857, 0.176
0.12761904761904763, 0.12380952380952381, 0.12533333333333332, 0.21904761904761905, 0.1721904761904762, 0.21904761904761905
0.118, 0.158, 0.15933333333333333, 0.22733333333333333, 0.12133333333333333, 0.154
0.14766666666666667, 0.12666666666666668, 0.15166666666666667, 0.2926666666666667, 0.12266666666666666, 0.25
0.12904761904761905, 0.29714285714285715, 0.17476190476190476, 0.42857142857142855, 0.13, 0.18571428571428572
0.09233333333333334, 0.084, 0.13533333333333333, 0.21733333333333332, 0.094, 0.16966666666666666
