vnf-2
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.1506,0.14862,0.15021,0.14958,0.15003,0.14787
200,0.29976,0.29362,0.29178,0.28522,0.2856,0.27804
300,0.4471,0.41963,0.41919,0.39346,0.40066,0.35989
400,0.59416,0.54815,0.55247,0.5098,0.50153,0.45755
500,0.73799,0.63138,0.67695,0.63068,0.62808,0.56552
vnf-3
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.22201,0.21992,0.22257,0.22226,0.21407,0.21898
200,0.44689,0.42494,0.41479,0.4054,0.37411,0.3577
300,0.66835,0.59559,0.57603,0.57596,0.53829,0.49082
400,0.87938,0.69435,0.70497,0.70175,0.55234,0.57993
500,0.99027,0.7323,0.8022,0.78105,0.7186,0.65987
vnf-4
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.29985,0.28783,0.29446,0.29462,0.28455,0.2756
200,0.59188,0.52786,0.50811,0.49033,0.48971,0.45551
300,0.87627,0.68412,0.65438,0.60957,0.62959,0.60173
400,0.98415,0.73002,0.73631,0.68275,0.70592,0.61784
500,0.9803,0.72532,0.79694,0.7242,0.71323,0.64651
vnf-5
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.372,0.3494,0.35364,0.34575,0.36619,0.35329
200,0.73566,0.60302,0.574,0.5,0.54002,0.51442
300,0.97582,0.67304,0.71897,0.59573,0.72204,0.63562
400,0.97174,0.69386,0.77759,0.64183,0.69395,0.65051
500,0.9731,0.69396,0.82149,0.66206,0.7785,0.72905
