0, 16, 20, 25, 63, 49
0, 24, 24, 31, 57, 87
0, 15, 21, 45, 32, 58
0, 13, 12, 17, 23, 37
0, 42, 17, 13, 18, 79
0, 10, 7, 35, 31, 78
0, 23, 34, 76, 41, 65
0, 8, 19, 55, 11, 82
6, 34, 23, 38, 26, 42
0, 15, 28, 43, 27, 20
