0.1517, 0.15085, 0.1492, 0.14945, 0.1517, 0.14815
0.15215, 0.15215, 0.15075, 0.1507, 0.1516, 0.1493
0.1516, 0.1507, 0.14955, 0.1492, 0.14595, 0.1416
0.15015, 0.15015, 0.15015, 0.15015, 0.15015, 0.14325
0.1499, 0.14845, 0.14915, 0.14385, 0.1451, 0.14325
0.15015, 0.1506, 0.14975, 0.148, 0.148, 0.1466
0.1508, 0.14735, 0.14595, 0.14815, 0.1502, 0.14815
0.1496, 0.14755, 0.1448, 0.1471, 0.14455, 0.1405
0.1499, 0.1503, 0.1503, 0.14865, 0.1503, 0.14475
0.14905, 0.14825, 0.14695, 0.14855, 0.14835, 0.1459
