vnf-2
,Proposed,GD,SK-1,SK-10,BC,RA
100,1.0,1.0,1.0,0.999,1.0,1.0
200,1.0,0.993,0.9865,0.985,0.9865,0.964
300,1.0,0.985666666667,0.988,0.967333333333,0.982666666667,0.943
400,1.0,0.9875,0.97975,0.966,0.9675,0.932
500,1.0,0.9806,0.9834,0.959,0.953,0.9268
vnf-3
,Proposed,GD,SK-1,SK-10,BC,RA
100,1.0,1.0,1.0,0.999,0.995,0.992
200,1.0,0.988,0.9885,0.9865,0.9625,0.924
300,1.0,0.988666666667,0.972,0.968666666667,0.933666666667,0.902
400,1.0,0.97825,0.95425,0.9595,0.934,0.85775
500,1.0,0.9708,0.9288,0.9452,0.9368,0.8656
vnf-4
,Proposed,GD,SK-1,SK-10,BC,RA
100,1.0,1.0,0.999,0.998,0.996,0.991
200,1.0,0.992,0.9825,0.9815,0.9715,0.9075
300,1.0,0.984666666667,0.923666666667,0.929666666667,0.937666666667,0.818
400,1.0,0.97925,0.8775,0.87325,0.90125,0.8015
500,1.0,0.9728,0.8172,0.7938,0.893,0.767
vnf-5
,Proposed,GD,SK-1,SK-10,BC,RA
100,1.0,1.0,0.997,0.998,0.996,0.989
200,1.0,0.9865,0.957,0.9395,0.945,0.907
300,1.0,0.977,0.907666666667,0.846666666667,0.892666666667,0.809333333333
400,1.0,0.9645,0.83225,0.73025,0.84775,0.75225
500,1.0,0.9194,0.7496,0.6542,0.7884,0.6592
