vnf-2
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.00254563691073,0.00398194583751,0.00378996990973,0.00505977933801,0.00415205616851,0.00656970912738
200,0.00370330992979,0.00470320962889,0.00510491474423,0.00630461384152,0.00410391173521,0.00849518555667
300,0.00330351053159,0.00490431293882,0.00390401203611,0.00590601805416,0.0049038114343,0.00810832497492
400,0.00310451354062,0.00440481444333,0.00440621865597,0.00600722166499,0.00600812437312,0.00800992978937
500,0.00350020060181,0.00420120361083,0.0042001003009,0.00590150451354,0.00670070210632,0.00780351053159
vnf-3
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.00302878635908,0.00424232698094,0.00395135406219,0.00486770310933,0.00603821464393,0.00750932798395
200,0.00420280842528,0.00570330992979,0.0049037111334,0.00630501504514,0.00760280842528,0.0109067201605
300,0.00420441323972,0.00530521564694,0.00450511534604,0.00570621865597,0.00760842527583,0.0106108324975
400,0.00440351053159,0.00550330992979,0.00560290872618,0.00620300902708,0.00860772316951,0.0118056168506
500,0.00420912738215,0.00581334002006,0.00481043129388,0.00581384152457,0.00821895687061,0.0103261785356
vnf-4
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.00345476429288,0.0044332998997,0.00496700100301,0.00444573721163,0.00699839518556,0.0096075225677
200,0.00509819458375,0.00659658976931,0.00569508525577,0.00529137412237,0.00899929789368,0.013690672016
300,0.00520862587763,0.00691073219659,0.00610772316951,0.00620802407222,0.00811253761284,0.0151221664995
400,0.00500601805416,0.00670822467402,0.00620481444333,0.00610792377131,0.00830772316951,0.0149180541625
500,0.00500702106319,0.00650972918756,0.00590792377131,0.00610852557673,0.00851354062187,0.013420661986
vnf-5
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.00450702106319,0.00602798395186,0.00601935807422,0.00537552657974,0.00835295887663,0.0127768304915
200,0.00599809428285,0.00769518555667,0.00649839518556,0.00658254764293,0.0105982948847,0.0150905717151
300,0.00620842527583,0.00781003009027,0.00670892678034,0.00620822467402,0.0106153460381,0.0160225677031
400,0.00609849548646,0.00759889669007,0.00769819458375,0.00759558676028,0.0107988966901,0.0170961885657
500,0.00610571715145,0.00710672016048,0.00730772316951,0.00660682046138,0.0103098294885,0.0174168505517
