vnf-2
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.07558,0.075625,0.075625,0.07556,0.075625,0.075625
200,0.1505,0.149635,0.148655,0.14838,0.14859,0.145145
300,0.22535,0.22232,0.22281,0.21813,0.221615,0.212595
400,0.29871,0.29512,0.29278,0.288795,0.288965,0.278975
500,0.374945,0.36851,0.369525,0.360345,0.35805,0.3482
vnf-3
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.112775,0.11307,0.11307,0.112945,0.112485,0.11216
200,0.224735,0.222395,0.222605,0.222145,0.21684,0.207915
300,0.335785,0.33275,0.327085,0.325855,0.314195,0.303765
400,0.447295,0.439575,0.428945,0.431285,0.419655,0.385405
500,0.558455,0.546065,0.522025,0.531565,0.526645,0.487485
vnf-4
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.149045,0.14924,0.1491,0.14891,0.14871,0.147925
200,0.299325,0.297405,0.29465,0.29432,0.291255,0.27232
300,0.447885,0.44217,0.414715,0.417575,0.421,0.366595
400,0.59531,0.58823,0.52686,0.524975,0.54119,0.481245
500,0.736735,0.73001,0.613215,0.59534,0.670235,0.576095
vnf-5
,Proposed,GD,SK-1,SK-10,BC,RA
100,0.18685,0.18716,0.18663,0.18678,0.186385,0.185025
200,0.37246,0.36851,0.357735,0.350695,0.35318,0.33904
300,0.55618,0.547825,0.508475,0.473745,0.500305,0.453635
400,0.739905,0.723445,0.625335,0.54708,0.637235,0.56419
500,0.91383,0.86285,0.70244,0.614225,0.74073,0.618765
